item_id,item_name,variation_id,variation_name,duration_minutes,price,currency,description
"NGV7DMEYHHEUWKSHHJ4T7ESD","Profhilo","VNZZBHZUZ74TJXSPFABMVOGK","45 mins","45","200.00","GBP","Injectable skin rejuvenation treatments that deeply hydrate, improve skin quality and stimulate collagen production for smoother, firmer and more radiant skin."
"IPYNNYQX62OMNLPT4M3VBIEP","HIFU - Under Eyes","RS3ZQUKMMK2WGJ7MGCRV5HLH","45 mins","45","50.00","GBP","Bespoke clinical treatment."
"QRAEIO33D4RNPVQANPBPKS5Z","Small Areas","Q3DIZ3EQI4IZJ4X5JRNUEKSV","45 mins","45","55.00","GBP","Medical-grade laser hair removal providing long-term hair reduction with safe, effective treatments suitable for a variety of skin types and treatment areas."
"KI4AC4HBOFOZKB2UGSXHNWP3","Hair Plasma","YSNKDWQ7CWLFCLTAQRF3NPBB","45 mins","45","100.00","GBP","Bespoke clinical treatment."
"MUCRB5P7FL3MPVA57NPY64BE","Radiesse","NDWVXNBEZ2TUQA3B3XPIBFRP","45 mins","45","400.00","GBP","Injectable skin rejuvenation treatments that deeply hydrate, improve skin quality and stimulate collagen production for smoother, firmer and more radiant skin."
"VIL3PJERUWNEWQO6QBZIR4WB","Microneedling - Four  Sessions","FA35JTZ53N5X7APL243E3VJS","45 mins","45","350.00","GBP","Bespoke clinical treatment."
"WLFC7NDMHC74TI5ZMPMSOBH6","Facial & Microdermabrasion","3HTIBOB56WND33VHRN3RYPT6","45 mins","45","100.00","GBP","Bespoke clinical treatment."
"A4UGPUE7DGSWXDR2TWSK3XFC","Underarms & Hollywood Bikini","BS3TITKD2EJ6TFB7CJZBSRNG","45 mins","45","549.00","GBP","10 Sessions"
"4GLJ2MZNBPLY6I6VOLB7M2IC","2ml Temple Filler","BPF5HWYIJJK5HD2X6QE5HJY7","45 mins","45","160.00","GBP","Bespoke clinical treatment."
"XF265B6ZESJECAVI7NISLU3E","Lip Filler Dissolve & Refill","SJZ6UNKIMHHCOX5TGYSSXZTY","45 mins","45","250.00","GBP","Bespoke clinical treatment."
"WNH2USAMFGQVS4JFXNDNO2MI","Microneedling - Three Sessions","YBDMDK6NM2KI6TS4ZKM5FVB5","45 mins","45","200.00","GBP","Bespoke clinical treatment."
"YYM2L266SEBQ3IDU3JPMWCAV","Vitamin Injection","SOAKHHRPCRPZQVAX57BE7OLZ","45 mins","45","30.00","GBP","Bespoke clinical treatment."
"D4G36YHXBSYPB3ZOL4QDRKYR","Face & Neck -","4IFLOCZGYRE4JU5CC6RIB3ZV","45 mins","45","495.00","GBP","10 Sessions"
"SJZRN46XP5BS7CODMZU7T5LO","HydraFacial","5CTHG4WVJGI5VQCD7BDNAL4X","45 mins","45","140.00","GBP","Bespoke clinical treatment."
"JLHJBCRS5IMJJHAXFWTB42LY","1ml Lip Filler","AYAOGWFGL2DW5H2E5N7QQAHX","45 mins","45","140.00","GBP","At Channa Aesthetic, our 1ml lip filler subtly enhances your lips, making them fuller and softer without changing your unique features. We ensure a natural look, so you feel refreshed and authentic. Experience expert care in a welcoming setting focused on your aesthetic goals."
"NBA4INE7ZNN2ASHDFZZIB6RE","Half Arms & Half Legs","AHQW4FCPSB5ZQDMN5QBWPZXO","45 mins","45","605.00","GBP","6 Sessions"
"CIIWVQW5VMZVKD7LWNDZBOMH","Extra small Area","KR6K7AJJYPMHN55REZMLBBP5","45 mins","45","35.00","GBP","Medical-grade laser hair removal providing long-term hair reduction with safe, effective treatments suitable for a variety of skin types and treatment areas."
"2QK5WLLDUPEIGFFPVSGXQVKV","Vitamin D3 300,000","CUS57S7F6WRFUJRMFSNY25L6","45 mins","45","40.00","GBP","Vitamin injections and IV therapies formulated to support overall wellness, hydration, immunity, energy levels and recovery through clinically administered nutrient treatments."
"IRL4MUJISHPC3VNGXAKVXMXJ","Medium Areas","QECOOJXUJAXPKFGQB6SYAYDQ","45 mins","45","80.00","GBP","Bespoke clinical treatment."
"R6BWCHF3YTSJ7NKD2EB7KDOT","Eye PRP","KLOMY7JKER7KEEG3HNQKOBIT","45 mins","45","100.00","GBP","Injectable skin rejuvenation treatments that deeply hydrate, improve skin quality and stimulate collagen production for smoother, firmer and more radiant skin."
"IKMQ52VVFOFOVLGABKFPQZFS","Book consultation","3SRWDSNJWUT3YTTXWFS5B2BC","45 mins","45","25.00","GBP","Bespoke clinical treatment."
"ZOBTKJZOAJTRN4RSRKURVFJ7","HIFU - Neck Only","4F7YCCPBRNZZQXXR7TXLUZH3","45 mins","45","120.00","GBP","Bespoke clinical treatment."
"V7R3VH6CVPM3GOX5CJWK3VMM","Microneedling - One Session","J2BAXNUJMIHM5MYDJIWVXKSD","45 mins","45","100.00","GBP","Bespoke clinical treatment."
"RTXX6NOFR7K5A4HP3XXL5XZM","Vitamin C IV Drip","HX6IOFHDEIL6XR5XOXMD3QE4","Standard Consultation & Treatment","45","100.00","GBP","Vitamin injections and IV therapies formulated to support overall wellness, hydration, immunity, energy levels and recovery through clinically administered nutrient treatments."
"MYMI2KWO2PSO3MTEHULYBP6F","B12 Injection","37KKEZRMOQGNUB4SEGWI3UQV","Standard Consultation & Treatment","45","35.00","GBP","Vitamin injections and IV therapies formulated to support overall wellness, hydration, immunity, energy levels and recovery through clinically administered nutrient treatments."
"P7TA22K7NLP4KYYDO3Z73EWA","Botox Top Up","LKRQVK7ZTVV3UJSXHIKBXPT4","Standard Consultation & Treatment","45","30.00","GBP","Bespoke clinical treatment."
"2ES4RFZ76XRIOI6TKSF66EDI","HIFU - Jawline & Chin","DEWYGZL5CKNBHBBNXERMXVTV","Standard Consultation & Treatment","45","90.00","GBP","Bespoke clinical treatment."
"MABH72W3TFW26TTHS3CWXO6I","Lip Blush Top-Up (18 months)","TGMKJN7ZTLIQ7Q763G6EDCNF","Standard Consultation & Treatment","45","150.00","GBP","Bespoke clinical treatment."
"XKGTAQHIP322W5JEQUEWOLWK","Chemical Peels Starts From","PL7ALMPPK2DYQ55DCMKQO3IY","Standard Consultation & Treatment","45","50.00","GBP","Bespoke clinical treatment."
"UZGAUWPCZGVG4C55DFCUTH6T","Beard Line & Neck -","KOE5NYDOAOQ5ZYU5MI7WMOOB","Standard Consultation & Treatment","45","499.00","GBP","10 Sessions"
"VVWJYVRXNEHJ5UOMZMFP5HRB","1ml Chin Filler","6XYEST2X6M6OIPKWQUS4H5TI","Standard Consultation & Treatment","45","120.00","GBP","1 ml chin filler treatment is designed to improve chin projection, refine your and create better facial balance. It can help define a weak chin, improve symmetry and enhance your overall facial contour without surgery."
"75RCMYWV6NAZFDAXJUQKDQVR","Half Arms & Half Legs Package","3CFQAQOREPZXWDMK2KFFGERG","Standard Consultation & Treatment","45","605.00","GBP","Non-surgical skin tightening treatment using High-Intensity Focused Ultrasound (HIFU) to lift, firm and stimulate collagen production for a naturally rejuvenated appearance."
"IKHKVSGZJ7ZFUHZTYHVQBQNP","Skin Booster Start From","EC3PPZVK74QYZDGFRJHDE4TU","Standard Consultation & Treatment","45","190.00","GBP","Bespoke clinical treatment."
"LYKRXZZVTXXZGWO2IIRY3LSZ","So Fresh So Clean Dermaplane","BT5DYCGHXLL6VTEHYZ6WMB3T","Standard Consultation & Treatment","45","65.00","GBP","Bespoke clinical treatment."
"6WHXOCQT25OZCQDFZW57H4MA","Lip Filler Dissolve","HDKZG5MLEMRP2D3J2EXMVMAY","Standard Consultation & Treatment","45","180.00","GBP","Lip filler dissolve is a treatment that uses hyaluronidase to break down unwanted or migrated hyaluronic acid lip filler. it can help correct uneven results, reduce overfilled lips or prepare the lips for future filler treatment if needed"
"TSVYPZBZWUOT25BWENXVPGFG","2ml Cheek Filler","MYLZOF36LNYVOUVPOXGGJ5HZ","Standard Consultation & Treatment","45","250.00","GBP","At Channa Aesthetic, our Cheek Filler treatment enhances your facial contours, providing a youthful volume and definition. Using premium hyaluronic acid fillers, our experienced professionals ensure a natural looking result tailored to your features. Elevate your beauty routine with our expert care for a radiant, sculpted appearance."
"ZZ2TWBTFXPHAP65ICEQA7O6B","Nose Filler (Non Sergical Rhinoplasty)","ZRX55BWGNCE323LVP5XDH52V","Standard Consultation & Treatment","45","350.00","GBP","non surgical rhinoplasty uses dermal filler to improve the shape and profile of nose without surgery. it can help smooth small bumps, more balanced appearance while maintaining natural looking results"
"HFKJGKUWBZE5ZCAS676T7X66","Eye Booster","DQ34KCW6UYOTNPVWPUBQWNKW","Standard Consultation & Treatment","45","150.00","GBP","Injectable skin rejuvenation treatments that deeply hydrate, improve skin quality and stimulate collagen production for smoother, firmer and more radiant skin."
"DWIHJ6TYL2SQBDOJ6VWTHE6H","HIFU - Full Face","DYSKVPJUPMCPH34UX5MEFUIV","Standard Consultation & Treatment","45","150.00","GBP","Bespoke clinical treatment."
"O2MV5YDBEWAWQR7AROGOZCBC","Face & Neck Package","76QZTIPZBEJA4D55XCGK3TZP","Standard Consultation & Treatment","45","495.00","GBP","Non-surgical skin tightening treatment using High-Intensity Focused Ultrasound (HIFU) to lift, firm and stimulate collagen production for a naturally rejuvenated appearance."
"XTVZPMPJDYU5EN3VXC6KFUIT","Test treatment","XQ7EHHFCBNQNHKT2FKVG5F4B","Standard Consultation & Treatment","15","2.00","GBP","This is test thingy"
"4BGYLHUVXV35SXDMJNO4QURM","Plasma & Microneedling","YBISQYB5VQHQTXL6OFBJL4B3","Standard Consultation & Treatment","45","120.00","GBP","Bespoke clinical treatment."
"EKYIBPBM3RG6G6AB2BJTBKIG","2ml Jaw Line Filler","2XCZHO3ITGKZ62FVR7VK4MTR","Standard Consultation & Treatment","45","250.00","GBP","Enhance your facial contours with our 2 ML Jaw Line Filler at Channa Aesthetic. This professional treatment helps define and sculpt your jawline, creating a balanced and youthful appearance. Our skilled practitioners utilize high quality fillers to ensure safe and effective results tailored to your unique features. Experience a new level of confidence with this transformative beauty solution."
"ECJXWRXPQF2OG6ERRGBXCLDK","Hayron Skin Booster","HX5MR2TIC5ELS3PGD6B4UT3J","Standard Consultation & Treatment","45","50.00","GBP","Injectable skin rejuvenation treatment that deeply hydrate, improve skin quality and stimulate collagen production for smoother, firmer and more radiant skin."
"7BUE3BK4T7IIGHIIQ4I5DLYT","Meso plasma","YD32MIIKKL72ROOGHYZRHJZB","Standard Consultation & Treatment","45","150.00","GBP","Bespoke clinical treatment."
"4F6XXQNLV7PWIGHQP4AJI6VM","Lip Booster","67DMBYGCK3X7MZLZEDSIWUEA","Standard Consultation & Treatment","45","140.00","GBP","Injectable skin rejuvenation treatments that deeply hydrate, improve skin quality and stimulate collagen production for smoother, firmer and more radiant skin."
"TXRHCSCDFRPXK25TURIUGHWL","Microblading","GUJUEGNXVI6IH4ZVXEM33ATX","Standard Consultation & Treatment","45","180.00","GBP","Bespoke clinical treatment."
"ZJINZ3ZY3L3HBJE6QZBUNMN7","3 Areas Botox","SD6KZWJCGOV3HU3L5UZNPCEM","Standard Consultation & Treatment","45","180.00","GBP","Bespoke clinical treatment."
"UHQMJP3RLPST6DOUNYZYKONQ","Marionette Lines","NTHXYKGWV3INHSUKQYWWGV6B","Standard Consultation & Treatment","45","160.00","GBP","Bespoke clinical treatment."
"BHRBMHUJ7TP2Z2FIT2EVMWDY","Regenve Aqua Shine","3MOS77SJW6NRL4QOV2O5QOIG","Standard Consultation & Treatment","45","100.00","GBP","Injectable skin rejuvenation treatments that deeply hydrate, improve skin quality and stimulate collagen production for smoother, firmer and more radiant skin."
"WQVH5F3QTVUMCLY6RRV2IX6Z","Hair Meso Plasma","YCGNJDFCCLQVP5ZYS7NT3JVK","Standard Consultation & Treatment","45","150.00","GBP","Bespoke clinical treatment."
"WB5KOEBPPE4OZD754OZR7ZO2","Profhilo","URWRWJWR236JQV2EIYABVOF2","Standard Consultation & Treatment","45","200.00","GBP","Injectable skin rejuvenation treatments that deeply hydrate, improve skin quality and stimulate collagen production for smoother, firmer and more radiant skin."
"DYUN22JKYPE7VACBAZGMMEED","HIFU - Under Eyes","324R36ZKLFB2NX3D24ANE56R","Standard Consultation & Treatment","45","50.00","GBP","Bespoke clinical treatment."
"JPIDJE562CCZPDCM43S6SKUF","Small Areas","AVP6RKQOT3FFXQRSLKM7CCZX","Standard Consultation & Treatment","45","55.00","GBP","Medical-grade laser hair removal providing long-term hair reduction with safe, effective treatments suitable for a variety of skin types and treatment areas."
"A6FKH5D42ZXKPNSHJKFPQAXQ","Hair Plasma","P2RJ7DUL75NDGP3PHYFZNYTG","Standard Consultation & Treatment","45","100.00","GBP","Bespoke clinical treatment."
"NCCWNFHPGJMHXIYWPGQACCSY","Radiesse","A5POTS7UGLGVPGGIST5JGNHK","Standard Consultation & Treatment","45","400.00","GBP","Injectable skin rejuvenation treatments that deeply hydrate, improve skin quality and stimulate collagen production for smoother, firmer and more radiant skin."
"3T54VMIK6K6W4NAIX43DWS7Q","Microneedling - Four  Sessions","5YMZDOFZNRE6LUIEGW5VVB2Q","Standard Consultation & Treatment","45","350.00","GBP","Bespoke clinical treatment."
"WJ76S47SQ3YK4VBMA3FD7CYX","Facial & Microdermabrasion","E4SUEJG57DT4LXM52YKWDCLF","Standard Consultation & Treatment","45","100.00","GBP","Bespoke clinical treatment."
"DOPJKLLCAJISD3FWIDQBRHTT","Underarms & Hollywood Bikini","P63DKIMPFDLHHPCMGUY6LKKP","Standard Consultation & Treatment","45","549.00","GBP","10 Sessions"
"M5N3EDB6BNYXRLADDPEACIYK","2ml Temple Filler","PMLJSSDVNKFVW4PKZTT2ZHTT","Standard Consultation & Treatment","45","160.00","GBP","Bespoke clinical treatment."
"JFKUMX5SFQMLQU7KVBKZDMAM","Lip Filler Dissolve & Refill","V5TLW5R4GR4G6I22YU6KY4MS","Standard Consultation & Treatment","45","250.00","GBP","Bespoke clinical treatment."
"HJFBKW2EIN3FDLHQU3O74UNO","Microneedling - Three Sessions","R3POF5GLBE2V5ZQMF6YLQEAJ","Standard Consultation & Treatment","45","200.00","GBP","Bespoke clinical treatment."
"XABINRKK3DRV3X3R7YIN73XL","Vitamin Injection","PAXMKA5RUXLPQNU2XSG4V4FK","Standard Consultation & Treatment","45","30.00","GBP","Bespoke clinical treatment."
"RKNXPMUS5QVGUTU6HUKPT567","Face & Neck -","PCPUMRGK2F2EZ2RTZ65HK5US","Standard Consultation & Treatment","45","495.00","GBP","10 Sessions"
"FDHUNZNMCYVIO2WQT7MXNPMM","HydraFacial","WKNDKX66ZINL24YN2BNZ5UJ7","Standard Consultation & Treatment","45","140.00","GBP","Bespoke clinical treatment."
"2QF3BFNUHNH4QBGV7UI2XFRU","1ml Lip Filler","C7JFX4YP2BZXIZSQLXQSNVAK","Standard Consultation & Treatment","45","140.00","GBP","At Channa Aesthetic, our 1ml lip filler subtly enhances your lips, making them fuller and softer without changing your unique features. We ensure a natural look, so you feel refreshed and authentic. Experience expert care in a welcoming setting focused on your aesthetic goals."
"BXRUX6HILJAUSVVJYN45VR7Q","Half Arms & Half Legs","KGOHB7CYEPE6AOE547BJOZC5","Standard Consultation & Treatment","45","605.00","GBP","6 Sessions"
"Y7GEIWT224BZ64UQIBF3Z3IA","Extra small Area","PQ3D7JJPF4SLV65FVWJCYP72","Standard Consultation & Treatment","45","35.00","GBP","Medical-grade laser hair removal providing long-term hair reduction with safe, effective treatments suitable for a variety of skin types and treatment areas."
"J7RD5FMFMWNMOYRWBLY6Q2RL","Vitamin D3 300,000","4KDKG7FMEK36GFCMNTM5F5RE","Standard Consultation & Treatment","45","40.00","GBP","Vitamin injections and IV therapies formulated to support overall wellness, hydration, immunity, energy levels and recovery through clinically administered nutrient treatments."
"UFPATLIBI4GBCJ2BHSDDSAIS","Medium Areas","H6UOTLNZLLR5KFLFXIGBYZAV","Standard Consultation & Treatment","45","80.00","GBP","Bespoke clinical treatment."
"LC54BY2R53YKBRQQNXNIJOFN","Eye PRP","M4LB3FKBHJ7P5YPA2XIVYGVV","Standard Consultation & Treatment","45","100.00","GBP","Injectable skin rejuvenation treatments that deeply hydrate, improve skin quality and stimulate collagen production for smoother, firmer and more radiant skin."
"VOE27SUNFZ4L46AFXUTERREQ","Book consultation","ANNMU2UHCUDIL5VVLZX6DXDF","Standard Consultation & Treatment","45","25.00","GBP","Bespoke clinical treatment."
"UOW4NMO473L6V5USDVOEFPBK","HIFU - Neck Only","SVO2ETXSH2X4XDBZQUHYPZXD","Standard Consultation & Treatment","45","120.00","GBP","Bespoke clinical treatment."
"PDXPX2L4UJIXGFW7OAORS2AI","Microneedling - One Session","O3ZEGYULWNPNI4T5DFO2JQKA","Standard Consultation & Treatment","45","100.00","GBP","Bespoke clinical treatment."
